week_num,plot_id,alert_count,days_observed,action_count,avg_delay,max_delay,avg_stress,max_stress,avg_delta,same_day_actions,delayed_actions,alert_rate,action_rate,response_gap,delay_score,urgency_score,urgency_100,rank,crop,treatment,greenhouse_id,farm_id,season_roi,precision_benefit_cad,season_profit_cad,season_yield_kg_m2,marketable_ratio,verdict
7,P0019,0,2,0,0.0,0,0.31299082362673614,0.3221477391288991,0.0,2,0,0.0,0.0,1.0,0.0,0.3288590956515597,44.4,79,Tomato,Integrated Pest,GH002,F01,0.450886818429493,349.529896884712,537.738302899556,9.44292308611805,0.959660198590846,Monitor
7,P0020,0,2,0,0.0,0,0.30302049837312706,0.3098415410426999,0.0,2,0,0.0,0.0,1.0,0.0,0.32393661641708,43.8,81,Pepper,High Light,GH015,F02,0.490980848091023,408.613188568192,628.635674720295,7.3526614759353,0.860254835631991,Monitor
7,P0021,0,2,0,0.0,0,0.33006100146662387,0.333587996,0.0,2,0,0.0,0.0,1.0,0.0,0.3334351984,45.0,77,Tomato,High N,GH004,F01,0.225254633484569,216.631074098801,333.278575536617,8.39551734108012,0.865093750882083,Monitor
7,P0022,0,2,0,0.0,0,0.3502981167705398,0.3677386861219729,0.0,2,0,0.0,0.0,1.0,0.0,0.3470954744487892,46.9,65,Strawberry,High N,GH017,F08,0.0313574214931577,28.5579562225701,43.9353172654924,5.89675286493524,0.949854286261891,Monitor
7,P0023,0,2,0,0.0,0,0.4108579257510917,0.4206801372599783,0.0,2,0,0.0,0.0,1.0,0.0,0.36827205490399134,49.8,49,Strawberry,High N,GH016,F05,0.425983903085394,371.954749938676,572.238076828733,6.32497823681437,0.965359367925693,Monitor
7,P0024,0,2,0,0.0,0,0.2934571941932627,0.2975570850324971,0.0,2,0,0.0,0.0,1.0,0.0,0.31902283401299886,43.1,84,Strawberry,Integrated Pest,GH017,F08,0.368130925916703,290.15148480065,446.386899693307,6.02608407595902,0.904502805650122,Monitor
7,P0025,0,2,0,0.0,0,0.46389656970852816,0.4702189458031386,0.0,2,0,0.0,0.0,1.0,0.0,0.38808757832125546,52.4,31,Pepper,Shade,GH001,F02,0.419569954648675,298.504140615432,459.237139408356,6.43286178658735,0.845387715508311,Monitor
7,P0026,0,2,0,0.0,0,0.3563046191445287,0.3783692288879194,0.0,2,0,0.0,0.0,1.0,0.0,0.35134769155516776,47.5,60,Cucumber,Control,GH007,F04,0.371329939231413,331.489812648674,509.984327151807,7.41241326413087,0.884142736429755,Monitor
7,P0027,1,2,1,0.0,0,0.5328588336462433,0.6267808128403362,-0.0354193025,2,0,0.5,1.0,0.0,0.0,0.37571232513613445,50.8,43,Strawberry,Shade,GH003,F08,-0.183195847366005,0.0,-252.668691087833,5.36914133623583,0.842141054956938,Acting & Working
7,P0028,0,2,0,0.0,0,0.4842552135770457,0.5017415396484385,0.0,2,0,0.0,0.0,1.0,0.0,0.40069661585937544,54.1,18,Strawberry,Integrated Pest,GH017,F08,0.468241958528752,496.026207086059,763.11724167086,5.99441837318317,0.888884315918354,Monitor
7,P0029,1,2,1,0.5,1,0.5349020926678406,0.6099404796221495,-0.0150192085,1,1,0.5,1.0,0.0,0.25,0.40647619184885975,54.9,13,Pepper,Reduced Pest,GH014,F02,0.233694777938216,186.828496625842,287.428456347449,6.93057250674636,0.932303402644176,Acting & Working
7,P0030,0,2,0,0.0,0,0.4167623033073764,0.4923751596147528,0.0,2,0,0.0,0.0,1.0,0.0,0.39695006384590115,53.6,22,Cucumber,High N,GH012,F04,0.473136476044743,527.768585501223,811.951670001882,8.10306858769739,0.877130258507069,Monitor
7,P0031,0,2,0,0.0,0,0.40193415510214336,0.4988825911867078,0.0,2,0,0.0,0.0,1.0,0.0,0.39955303647468315,54.0,19,Strawberry,High Light,GH019,F08,-0.0491054204292595,0.0,-71.6683877809524,5.28293987670345,0.931282637381732,Monitor
7,P0032,0,2,0,0.0,0,0.33953060192220663,0.3601669741331783,0.0,2,0,0.0,0.0,1.0,0.0,0.3440667896532713,46.5,68,Tomato,Integrated Pest,GH020,F01,0.39767715275153,342.1475118435,526.380787451538,8.89186068270573,0.969847227527293,Monitor
7,P0033,0,2,0,0.0,0,0.32842145695292313,0.33258203221784,0.0,2,0,0.0,0.0,1.0,0.0,0.33303281288713604,45.0,77,Strawberry,High Light,GH008,F05,0.515716004962103,405.664026650867,624.098502539796,6.23573757569269,0.905259426201821,Monitor
7,P0034,0,2,0,0.0,0,0.3513026436556082,0.4428611589652231,0.0,2,0,0.0,0.0,1.0,0.0,0.3771444635860893,50.9,42,Strawberry,High Light,GH016,F05,0.609267211237733,652.300744083434,1003.53960628221,4.19677366798889,0.868995338493175,Monitor
7,P0035,0,2,0,0.0,0,0.528393219462603,0.5360373780737567,0.0,2,0,0.0,0.0,1.0,0.0,0.4144149512295027,56.0,8,Strawberry,Control,GH016,F05,0.0085800305008888,8.35544171637071,12.8545257174934,4.77791159248861,0.969179994249569,Monitor
7,P0036,0,2,0,0.0,0,0.31986820976948255,0.3432058199838232,0.0,2,0,0.0,0.0,1.0,0.0,0.3372823279935293,45.6,73,Cucumber,Integrated Pest,GH007,F04,0.398186567087081,281.039962737864,432.369173442868,8.1236280418048,0.972419925531964,Monitor
7,P0037,0,2,0,0.0,0,0.40370964506090834,0.411039454,0.0,2,0,0.0,0.0,1.0,0.0,0.36441578160000004,49.2,51,Tomato,Control,GH020,F01,0.284431810778002,322.530422894547,496.200650606996,9.51592871076764,0.858886791548658,Monitor
7,P0038,0,2,0,0.0,0,0.28963894500759685,0.319559351,0.0,2,0,0.0,0.0,1.0,0.0,0.3278237404,44.3,80,Strawberry,High Light,GH018,F06,0.404747021128695,311.026899306983,478.502922010742,6.55699674190709,0.965949394727531,Monitor
7,P0039,0,2,0,0.0,0,0.3143123843849538,0.3332115593181219,0.0,2,0,0.0,0.0,1.0,0.0,0.33328462372724876,45.0,77,Tomato,High Light,GH020,F01,0.357287951701255,366.620365424354,564.031331422083,10.4959942655711,0.880900883357377,Monitor
7,P0040,0,2,0,0.0,0,0.4895565087648611,0.5384700735700779,0.0,2,0,0.0,0.0,1.0,0.0,0.4153880294280312,56.1,7,Tomato,Control,GH005,F01,0.36305996051431,248.407276448629,382.165040690199,8.82508714434094,0.857944562050834,Monitor
7,P0041,0,2,0,0.0,0,0.45452207049900983,0.4604668894438312,0.0,2,0,0.0,0.0,1.0,0.0,0.3841867557775325,51.9,35,Tomato,Reduced Pest,GH004,F01,0.433761181498672,271.349042973282,417.460066112742,9.70687653473349,0.856530736632655,Monitor
7,P0042,0,2,0,0.0,0,0.420512396699252,0.5090288578032351,0.0,2,0,0.0,0.0,1.0,0.0,0.4036115431212941,54.5,15,Tomato,Control,GH002,F01,0.505013895069499,452.752019947813,696.541569150481,8.24303980984818,0.946323010791925,Monitor
7,P0043,0,2,0,0.0,0,0.3969614680601492,0.4511504189582576,0.0,2,0,0.0,0.0,1.0,0.0,0.38046016758330303,51.4,40,Strawberry,High Light,GH009,F06,1.17804318199238,906.535085544342,1394.66936237591,6.35796311601322,0.852381952018638,Monitor
7,P0044,1,2,1,0.5,1,0.4606511529841626,0.5554029621532722,-0.014689618,1,1,0.5,1.0,0.0,0.25,0.38466118486130885,52.0,34,Strawberry,Control,GH017,F08,0.551477061023092,422.410858210109,649.862858784784,4.90611480510236,0.946841244104887,Acting & Working
7,P0045,0,2,0,0.0,0,0.4365964464291814,0.4737700414093142,0.0,2,0,0.0,0.0,1.0,0.0,0.3895080165637257,52.6,30,Tomato,Integrated Pest,GH005,F01,0.553244110245513,637.531925296936,980.818346610671,9.22574451000777,0.873546597558066,Monitor
7,P0046,0,2,0,0.0,0,0.35524081933818297,0.3599554963238131,0.0,2,0,0.0,0.0,1.0,0.0,0.3439821985295253,46.5,68,Tomato,High N,GH020,F01,0.447538623773926,523.058989273555,804.706137343931,9.33656393974068,0.898629730589209,Monitor
7,P0047,0,2,0,0.0,0,0.4259202371694806,0.4304610639991826,0.0,2,0,0.0,0.0,1.0,0.0,0.3721844255996731,50.3,47,Pepper,Low N,GH014,F02,0.429831384412419,326.758348278708,502.705151198012,6.13818320342778,0.86002247879941,Monitor
7,P0048,0,2,0,0.0,0,0.480468008811592,0.5066582033881716,0.0,2,0,0.0,0.0,1.0,0.0,0.40266328135526863,54.4,16,Cucumber,Shade,GH007,F04,0.270012934175306,277.59450898656,427.068475363939,6.66432904645803,0.931373771597142,Monitor
7,P0049,0,2,0,0.0,0,0.4616967662705561,0.4817910850618186,0.0,2,0,0.0,0.0,1.0,0.0,0.39271643402472745,53.1,26,Pepper,Low N,GH001,F02,0.113698006560019,91.1016419644302,162.612233020832,7.54894596838875,0.904090029759607,Monitor
7,P0050,0,2,0,0.0,0,0.3842722196146552,0.4472469768918696,0.0,2,0,0.0,0.0,1.0,0.0,0.37889879075674787,51.2,41,Strawberry,High Light,GH018,F06,0.58992310059975,494.066056684785,760.1016256689,5.06909131127164,0.895136221187282,Monitor
7,P0051,0,2,0,0.0,0,0.3584619951574044,0.3766880103088006,0.0,2,0,0.0,0.0,1.0,0.0,0.35067520412352027,47.4,61,Tomato,High N,GH002,F01,0.540936813605734,405.424027993959,623.72927383686,9.73956464589418,0.95265423925255,Monitor
7,P0052,0,2,0,0.0,0,0.4989388636250284,0.5154727777808746,0.0,2,0,0.0,0.0,1.0,0.0,0.4061891111123499,54.9,13,Strawberry,Shade,GH016,F05,0.271484900343505,221.281655936791,340.433316825832,4.61682993735138,0.90426211545793,Monitor
7,P0053,0,2,0,0.0,0,0.3375164732534037,0.3395755770305664,0.0,2,0,0.0,0.0,1.0,0.0,0.33583023081222657,45.4,75,Strawberry,High Light,GH010,F03,0.55017433419793,653.082999742132,1004.74307652636,5.51696327364384,0.936819567224158,Monitor
7,P0054,0,2,0,0.0,0,0.4110732633013674,0.4955984097585204,0.0,2,0,0.0,0.0,1.0,0.0,0.3982393639034082,53.8,21,Tomato,Integrated Pest,GH004,F01,0.332764347622699,327.883303968883,504.43585225982,9.66320751717163,0.949478470793053,Monitor
7,P0055,0,2,0,0.0,0,0.49529948907601773,0.500079017,0.0,2,0,0.0,0.0,1.0,0.0,0.40003160680000005,54.0,19,Cucumber,High N,GH012,F04,0.269547514255609,230.922092138841,355.264757136679,7.81106228508603,0.926083376153819,Monitor
7,P0056,1,2,0,0.0,0,0.5070820515557459,0.5911514401240217,0.0,2,0,0.5,0.0,1.0,0.0,0.5614605760496088,75.8,3,Tomato,Low N,GH004,F01,0.489696565540853,479.256631581318,737.317894740489,8.19995549972153,0.974594725267861,Monitor
7,P0057,0,2,0,0.0,0,0.49521017137602985,0.4980719695995894,0.0,2,0,0.0,0.0,1.0,0.0,0.3992287878398358,53.9,20,Strawberry,Shade,GH018,F06,0.383724122397861,296.161068544429,455.632413145275,4.08270369875723,0.917122926639032,Monitor
7,P0058,0,2,0,0.0,0,0.48085222344825285,0.4992062777753343,0.0,2,0,0.0,0.0,1.0,0.0,0.39968251111013375,54.0,19,Strawberry,Reduced Pest,GH008,F05,0.491550797812275,433.376580165653,666.733200254851,4.25709523204905,0.870661753817941,Monitor
7,P0059,0,2,0,0.0,0,0.3245784292291871,0.3726583375916403,0.0,2,0,0.0,0.0,1.0,0.0,0.3490633350366561,47.2,62,Strawberry,High Light,GH013,F08,0.476657537034038,517.50835116617,796.166694101801,5.62978409986553,0.915863178010716,Monitor
7,P0060,0,2,0,0.0,0,0.4669881107092901,0.468997026629375,0.0,2,0,0.0,0.0,1.0,0.0,0.38759881065175,52.4,31,Tomato,Shade,GH004,F01,0.492927887879906,457.738860609681,704.213631707201,8.87062581041753,0.874237977316649,Monitor
7,P0061,0,2,0,0.0,0,0.4371191369474044,0.4561311409922174,0.0,2,0,0.0,0.0,1.0,0.0,0.38245245639688696,51.7,37,Strawberry,Low N,GH017,F08,0.396410179070969,275.16014720148,423.323303386892,4.42414951539242,0.851665782409476,Monitor
7,P0062,0,2,0,0.0,0,0.33668575489882113,0.3512845511273129,0.0,2,0,0.0,0.0,1.0,0.0,0.34051382045092515,46.0,71,Strawberry,Integrated Pest,GH013,F08,0.366770442819741,349.300079542272,537.384737757341,5.01483097657373,0.945890692844083,Monitor
7,P0063,0,2,0,0.0,0,0.3478534958883157,0.3691523012078572,0.0,2,0,0.0,0.0,1.0,0.0,0.3476609204831429,47.0,64,Strawberry,High Light,GH019,F08,0.475029529382909,415.973247061595,639.958841633223,5.31011030240641,0.877029656790156,Monitor
7,P0064,0,2,0,0.0,0,0.3939027493237143,0.4066219561904511,0.0,2,0,0.0,0.0,1.0,0.0,0.3626487824761805,49.0,53,Strawberry,Low N,GH011,F05,0.409894053069912,343.762558823023,528.865475112343,4.47361615525666,0.883909661185878,Monitor
7,P0065,0,2,0,0.0,0,0.2694225525199161,0.2723886166806183,0.0,2,0,0.0,0.0,1.0,0.0,0.30895544667224734,41.7,85,Tomato,High Light,GH020,F01,0.537590164146764,607.862568711627,935.173182633273,9.03823815058503,0.978368000136357,Monitor
7,P0066,0,2,0,0.0,0,0.46152350428354066,0.4827367179905676,0.0,2,0,0.0,0.0,1.0,0.0,0.3930946871962271,53.1,26,Strawberry,Reduced Pest,GH019,F08,0.382623310890365,344.826931544895,530.50297160753,5.96906481922215,0.896078096423326,Monitor
7,P0067,0,2,0,0.0,0,0.4533758260772589,0.4553193766240068,0.0,2,0,0.0,0.0,1.0,0.0,0.38212775064960275,51.6,38,Strawberry,Shade,GH017,F08,0.368781644235172,239.537825820736,368.519732031902,4.86339993253448,0.901783693415735,Monitor
7,P0068,0,2,0,0.0,0,0.3002787030669972,0.3081737484468945,0.0,2,0,0.0,0.0,1.0,0.0,0.3232694993787578,43.7,82,Strawberry,High Light,GH013,F08,0.470601647953422,378.45408632699,582.237055887677,5.07298298368118,0.968883822191291,Monitor
7,P0069,2,2,1,0.5,1,0.5673686288821991,0.5830197622559364,-0.012051855,1,1,1.0,0.5,0.5,0.25,0.6207079049023746,83.9,1,Tomato,Control,GH020,F01,0.405673603193194,241.584240985754,371.668063055007,9.17830305692391,0.950609292959272,Monitor
7,P0070,1,2,1,0.5,1,0.4864310633635533,0.5812314995546808,0.00021072,1,1,0.5,1.0,0.0,0.25,0.3949925998218723,53.4,24,Tomato,Low N,GH002,F01,0.306255902134962,224.220103719999,344.954005723076,8.28692563643056,0.960327492271936,Act + Review
7,P0071,0,2,0,0.0,0,0.38402097631413096,0.4333505035921189,0.0,2,0,0.0,0.0,1.0,0.0,0.3733402014368476,50.4,46,Strawberry,High Light,GH017,F08,0.513159642842188,530.269228641524,815.798813294652,5.37301753997519,0.905569939950592,Monitor
7,P0072,1,2,1,0.5,1,0.554994262911835,0.6480733462917609,-0.013099221,1,1,0.5,1.0,0.0,0.25,0.42172933851670436,57.0,6,Strawberry,Reduced Pest,GH013,F08,0.522780516167104,393.284575107849,605.053192473615,5.36837829894747,0.869750500321924,Acting & Working
7,P0073,0,2,0,0.0,0,0.3830579688597733,0.398875521871007,0.0,2,0,0.0,0.0,1.0,0.0,0.3595502087484028,48.6,55,Pepper,High N,GH014,F02,0.129915273609282,119.829980459082,194.803120790771,7.59177869518472,0.849189434310128,Monitor
7,P0074,0,2,0,0.0,0,0.3302643672372369,0.3321857979892763,0.0,2,0,0.0,0.0,1.0,0.0,0.33287431919571053,45.0,77,Tomato,Integrated Pest,GH005,F01,0.269268916402977,274.723334921666,422.651284494871,10.5417144775448,0.85117396267066,Monitor
7,P0075,0,2,0,0.0,0,0.48202777999318824,0.5046794536291247,0.0,2,0,0.0,0.0,1.0,0.0,0.4018717814516499,54.3,17,Tomato,Integrated Pest,GH002,F01,0.488292726170063,502.655459588473,773.316091674574,10.6523456693694,0.859178537423176,Monitor
7,P0076,0,2,0,0.0,0,0.405374591153711,0.408751470470771,0.0,2,0,0.0,0.0,1.0,0.0,0.36350058818830844,49.1,52,Strawberry,Low N,GH019,F08,0.595654923794646,427.235027535917,657.284657747565,4.60068477554143,0.877708849383698,Monitor
7,P0077,0,2,0,0.0,0,0.36905561390415553,0.3740125005667655,0.0,2,0,0.0,0.0,1.0,0.0,0.3496050002267062,47.2,62,Strawberry,High N,GH019,F08,0.6208000497674,715.809895274009,1101.24599272924,5.10015084531989,0.948832353047011,Monitor
7,P0078,0,2,0,0.0,0,0.41476913210551947,0.4356935397096094,0.0,2,0,0.0,0.0,1.0,0.0,0.3742774158838438,50.6,45,Strawberry,Low N,GH009,F06,0.52166501735489,526.631189022443,810.201829265296,4.80975850115321,0.872133641231441,Monitor
7,P0079,0,2,0,0.0,0,0.3642131235142785,0.4422842322509912,0.0,2,0,0.0,0.0,1.0,0.0,0.3769136929003965,50.9,42,Strawberry,High Light,GH017,F08,1.2,1232.4297927435,1896.04583498999,5.57700592737299,0.899051101405833,Monitor
7,P0080,0,2,0,0.0,0,0.3937326818211885,0.4047293876928774,0.0,2,0,0.0,0.0,1.0,0.0,0.361891755077151,48.9,54,Strawberry,Control,GH016,F05,0.575575037011669,521.174942283103,801.807603512467,4.55946686453308,0.904139114896394,Monitor
7,P0081,0,2,0,0.0,0,0.3114267225282449,0.3456644063482536,0.0,2,0,0.0,0.0,1.0,0.0,0.3382657625393014,45.7,72,Strawberry,High Light,GH003,F08,0.576688485651695,645.546731101709,993.148817079553,5.12771482705914,0.883356038899502,Monitor
7,P0082,0,2,0,0.0,0,0.4190539706134795,0.4281650860056069,0.0,2,0,0.0,0.0,1.0,0.0,0.37126603440224276,50.2,48,Strawberry,Reduced Pest,GH003,F08,0.496845027587207,460.373571104143,708.267032467912,5.63796423225251,0.864781526374254,Monitor
7,P0083,0,2,0,0.0,0,0.4187962239840928,0.4371064975012722,0.0,2,0,0.0,0.0,1.0,0.0,0.37484259900050887,50.6,45,Tomato,Control,GH004,F01,0.465658701787115,412.865220539985,635.177262369208,9.98508060824446,0.877524310232716,Monitor
7,P0084,0,2,0,0.0,0,0.3771552583730308,0.3919234230657189,0.0,2,0,0.0,0.0,1.0,0.0,0.3567693692262876,48.2,57,Strawberry,Control,GH011,F05,0.585657781052551,626.769542663137,964.260834866364,4.8640994909725,0.959329613370807,Monitor
7,P0085,0,2,0,0.0,0,0.3034221941431885,0.3040873362088796,0.0,2,0,0.0,0.0,1.0,0.0,0.32163493448355185,43.5,83,Cucumber,Integrated Pest,GH007,F04,0.251394053504475,169.203053034416,260.312389283717,7.6362208734028,0.979170118459916,Monitor
7,P0086,0,2,0,0.0,0,0.4058066158360023,0.4897732072824499,0.0,2,0,0.0,0.0,1.0,0.0,0.39590928291298,53.5,23,Strawberry,High Light,GH018,F06,1.2,1058.76095137447,1628.86300211457,5.32997727602549,0.891894394350986,Monitor
7,P0087,0,2,0,0.0,0,0.42693233855981455,0.4628272813611964,0.0,2,0,0.0,0.0,1.0,0.0,0.38513091254447857,52.0,34,Strawberry,Shade,GH010,F03,0.477636516985021,396.258078770856,609.627813493625,4.00292118401797,0.904645127226899,Monitor
7,P0088,0,2,0,0.0,0,0.3793504668546839,0.4825860615895914,0.0,2,0,0.0,0.0,1.0,0.0,0.3930344246358366,53.1,26,Strawberry,High Light,GH010,F03,0.320068960517589,339.686175038893,522.59411544445,5.33627693812642,0.886898397512777,Monitor
7,P0089,0,2,0,0.0,0,0.37634772653853515,0.3834547730770703,0.0,2,0,0.0,0.0,1.0,0.0,0.35338190923082813,47.7,58,Cucumber,High N,GH012,F04,0.19292678448145,145.26158485653,223.479361317739,8.35346648488065,0.891161418699999,Monitor
7,P0090,0,2,0,0.0,0,0.43519408661590375,0.5220098306772056,0.0,2,0,0.0,0.0,1.0,0.0,0.4088039322708823,55.2,12,Strawberry,Integrated Pest,GH013,F08,0.618451320452157,550.799002727555,847.383081119315,5.30119422304639,0.936204289226477,Monitor
7,P0091,0,2,0,0.0,0,0.359355156406325,0.3593883093725981,0.0,2,0,0.0,0.0,1.0,0.0,0.3437553237490393,46.4,69,Strawberry,Integrated Pest,GH018,F06,0.456610483940604,410.173563212343,631.036251095912,6.09074655823696,0.942945683965721,Monitor
7,P0092,0,2,0,0.0,0,0.4105049376832741,0.4730600403665482,0.0,2,0,0.0,0.0,1.0,0.0,0.3892240161466193,52.6,30,Tomato,High N,GH020,F01,0.501932555227706,481.308587745479,740.47475037766,9.81053281933226,0.884385262503438,Monitor
7,P0093,1,2,1,0.5,1,0.5081302031107238,0.6225615038929478,-0.054321657,1,1,0.5,1.0,0.0,0.25,0.4115246015571791,55.6,10,Cucumber,Reduced Pest,GH012,F04,0.302988833471903,309.074691787373,475.499525826727,8.01367171640053,0.860302812026779,Acting & Working
7,P0094,1,2,1,1.0,2,0.49607400971802856,0.5728013629219267,-0.02511028,1,1,0.5,1.0,0.0,0.5,0.4291205451687707,58.0,4,Strawberry,Low N,GH009,F06,1.2,995.905886299934,1532.1629019999,4.6607454805543,0.939053640366864,Acting & Working
7,P0095,0,2,0,0.0,0,0.3605440895288038,0.3705220419000393,0.0,2,0,0.0,0.0,1.0,0.0,0.3482088167600157,47.0,64,Strawberry,High N,GH006,F07,0.582626066020718,632.69684798255,973.379766126999,6.18939942393621,0.901514739631225,Monitor
7,P0096,0,2,0,0.0,0,0.41054448039776725,0.5082055207955345,0.0,2,0,0.0,0.0,1.0,0.0,0.4032822083182138,54.5,15,Tomato,Integrated Pest,GH004,F01,0.254426438268173,246.396845485096,379.072069977071,8.89659263867606,0.968281338580589,Monitor
7,P0097,0,2,0,0.0,0,0.33486390243071396,0.3708096713362783,0.0,2,0,0.0,0.0,1.0,0.0,0.34832386853451136,47.1,63,Strawberry,High Light,GH018,F06,1.2,717.374404833991,1103.65293051383,5.31784519581986,0.897306775277352,Monitor
7,P0098,0,2,0,0.0,0,0.4476615592783909,0.4591707448821832,0.0,2,0,0.0,0.0,1.0,0.0,0.38366829795287327,51.8,36,Strawberry,Low N,GH013,F08,0.505647497675881,478.150460643987,735.616093298441,4.04578679459189,0.843880100978154,Monitor
7,P0099,0,2,0,0.0,0,0.3204129641527099,0.3422743480837046,0.0,2,0,0.0,0.0,1.0,0.0,0.3369097392334819,45.5,74,Strawberry,High Light,GH016,F05,0.401445419288129,290.846067459049,447.455488398537,5.99576410420701,0.941659409575521,Monitor
7,P0100,0,2,0,0.0,0,0.3852531073824887,0.4505919139291098,0.0,2,0,0.0,0.0,1.0,0.0,0.38023676557164393,51.4,40,Pepper,Integrated Pest,GH001,F02,0.34121763275013,412.587988855585,634.750752085516,7.46519337377381,0.978009464639268,Monitor
